wT;w0;w1;w2;w3;w0f;w1f;w2f;w3f;wTf;epochs
0.967854410522937;0.5614419434865304;0.35520881121473025;0.3824706796885503;0.5539281168485446;1.312584680158609;1.6413956329295392;-0.42636504448176316;-1.1771286843686852;-1.8112701713832486;919
